phonemes,ground_truth,prediction
tʃɛba bɨwɔ stanɔɲtɕ w ɔɡɔŋku i pɔtʃɛkatɕ,Trzeba było stanąć w „ogonku” i poczekać.,Trzeba było stanąć w ogniu i poczekatać.
jɛʃtʃɛ mam zrɔbʲitɕ tʃtɛrɨ zadaɲʲa matɛmatɨtʃnɛ,Jeszcze mam zrobić cztery zadania matematyczne.,Jeszcze mam zrobić cztery zadania matematyczne
tʃasɛm znɔɕiliɕmɨ wafki i kʃɛswa dɔ sal prɛlɛktsɨjnɨx,Czasem znosiliśmy ławki i krzesła do sal prelekcyjnych.,Czasem znosiliśmy ławki i krzesła do salon protekcjonnych
ʃkɔwa bɨwa duʒɔ lɛpʲɛj zbudɔvana jak jɛj lɛkki dɔmɛk lɛtɲi,Szkoła była dużo lepiej zbudowana jak jej lekki domek letni.,Szkoła była dużo lepiej zbudowana jak jej lekki domek leczni.
tsɔ mi tam,Co mi tam!,Co mi tam?
tʃɨ mɔʒna mʲɛtɕ pɨtaɲʲa,Czy można mieć pytania?,Czy można mieć pytania?
ʃwa stamtɔnt nanas stɛnxlizna i zadux,Szła stamtąd na nas stęchlizna i zaduch.,Szła stamtąd nas spędzliwa i zadech.
fʃɨstsɨ umilkli lɛtʃ pɔ xfili rɔzmɔva pɔtɔtʃɨwa ɕɛ dalɛj,"Wszyscy umilkli, lecz po chwili rozmowa potoczyła się dalej.","Wszyscy umilkli, lecz po chwili rozmowa potoczyła się dalej."
a karmʲɔnts sfɛ dʑɛtɕɛ matka tʃujɛ ɕɛ ʃtʃɛɲɕliva,"A karmiąc swe dziecię, matka czuje się szczęśliwa.",A karmiąc swe dziecie matka czuję się szczęśliwa.
pɔtɛm ʃɛd dalɛj pɔtɛm znuv zatʃɨnawɔ ɕɛ fʃɨstkɔː ɔt pɔtʃɔntku pɔtɛm ɔtfɔʒɔnɔ dʒvi,"Potem szedł dalej, potem znów zaczynało się wszystko od początku, potem otworzono drzwi.",Potemszedł dalej potem znów zaczynało się wszystko od początku potem otworzono drzwi.
tʃasɛm nalɛvaw vɔdɨ dɔ vannɨ i rɔbʲiw ɔkrɛntɨ s papʲɛru,Czasem nalewał wody do wanny i robił okręty z papieru.,Czasem nalewał wody do wodny i robił okręty z papieru.
tsawkɔvita pravda zɔstawa mu pʃɛzna tʃɔna,Całkowita prawda została mu przezna czona.,Całkowita prawda została mu przerzna cząona.
tɔ mɲʲɛ ɔdrɨva ɔt smutnɨx mɨɕli,To mnie odrywa od smutnych myśli.,To mnie odrywa od smutnych myśli.
uv vɔrɛtʃɛɡ bɨw dla filipa pravdʑivɨm skarbɛm,Ów woreczek był dla Filipa prawdziwym skarbem.,Uwód rowerek był dla Filipa prawdziwym skarbem.
ɲʲɛɔtʃɛkivanɛ zɛstavʲɛɲʲa i pɔtfɔrna vɨɔbraʑɲʲa tak muviw ɛmil,"Nieoczekiwane zestawienia» i «potworna wyobraźnia», tak mówił Emil.",Nieoczekiwane zestawienia i podstawa wyobraźnia tak mówił Emil.
zdajɛ mi ɕɛ pʃɨvʲɔ̃zujɛʒ zbɨd vʲɛlkɔ̃ vaɡɛ dɔ tɛɡɔ krɔ̃ʃka,"Zdaje mi się, przywiązujesz zbyt wielką wagę do tego krążka.",Zdaje mi się przywiązujesz zbyt wielką wagę do tego krążka.
skɔɲtʃɨw i uɕad,Skończył i usiadł.,Skończył i usiadł.
utajɔnɛ drɡa vɛmɲʲɛ fʃɨstkɔ tsɔ bɨwɔː i fʃɨstkɔ tsɔ bɛɲdʑɛ,"Utajone drga we mnie wszystko, co było, i wszystko, co będzie.","Utajone droga we mnie wszystko, co było i wszystko, co będzie."
pʲɛrʃɨ ɔtɔ pʃɨɕɛŋɡam i pʲɛrʃɨ bɛndɛ dbaw ɔ vɨpɛwɲʲɛɲʲɛ umuvʲɔnɨɣ varuŋkuf,Pierwszy oto przysięgam i pierwszy będę dbał o wypełnienie umówionych warunków!,Pierwszy oto przysięgam i pierwszy będę działał o wypełnienie umówionych warunków
dɔstawa rɔvɛr,Dostała rower.,Dostała rower.
pʃɨpuʃtʃam ʒɛ ɲʲɛ zɡɔdʑiwbɨ ɕɛ tak watfɔ na utratɛ staxɨ,"Przypuszczam, że nie zgodziłby się tak łatwo na utratę Stachy.","Przypuszczam, że nie zgodziłby się tak łatwo na utarte stachy."
pʃɛtɕɛʃ tɔ jɛst tsudɔvna ʒɛtʃ,Przecież to jest cudowna rzecz.,Przecież to jest codzienna rzecz
bram klɛntʃaw ɔdvrutsɔnɨ dɔ ɲix plɛtsami,"Bram klęczał, odwrócony do nich plecami.",bram klęczał odwrócony do nich plecami.
ɡdɨ ɔtʃɛkivawɛm ɡɔ na statsji ɡdɨ mɲʲɛ zɔbatʃɨw tʃɛba bɨwɔ vidʑɛtɕ jɛɡɔː ɔtʃɨ,"Gdy oczekiwałem go na stacji, gdy mnie zobaczył, trzeba było widzieć jego oczy.","Gdy oczekiwałem go na stacji, gdy mnie zobaczył, trzeba było widzieć jego oczy."
rɔzumjɛm ʃɛpnɔw z uɕmʲɛxɛm i pɔɡardlivʲɛ spɔjʒafʃɨ na jɛdnɔrɛŋkʲɛɡɔ pʃɨvɔwaw ɡɔ ruxɛm dwɔɲi,"Rozumiem — szepnął z uśmiechem i pogardliwie spojrzawszy na jednorękiego, przywołał go ruchem dłoni.",Rozumiem szeptnął z uśmiechem i pogardliwie spojrzały na jednorękigo. Przywołał go ruchem dłoni.
i ɛmil ɲiɡdɨ ɲʲɛ vɨbjɛraw zɔɕi,I Emil nigdy nie wybierał Zosi.,I Emil nigdy nie wybierał Zosi.
alɛ ja vʲɛm ʒɛ ɔna ɲʲɛ lubʲi ʒadnɛɡɔ ruʃaɲʲa,"Ale ja wiem, że ona nie lubi żadnego ruszania.","Ale ja wiem, że ona nie lubi żadnego ruszenia."
jak ɕɛ tɔ piʃɛ,Jak się to pisze?,Jak się to pisze?
f tsɔ f klasɨ,W co? — W klasy.,W co w klasy?
kɔtɨ i psɨ tɔ najpɔpularɲʲɛjʃɛ zvʲɛʒɛnta dɔmɔvɛ,Koty i psy to najpopularniejsze zwierzęta domowe.,Koty i psy to najpowszechniejsze zwierzęta domowe.
juʃ ɲʲɛ mɔɡɛ ɲitʃɛɡɔ zmɨɕlatɕ na javʲɛ ʒɛkwa,Już nie mogę niczego zmyślać na jawie — rzekła.,Już nie mogę niczego zmyślać na jawie rzekła.
zvwaʃtʃa w varuŋkax taɡ dla jɛj zdrɔvja ɲʲɛɔtpɔvʲɛdɲix,Zwłaszcza w warunkach tak dla jej zdrowia nieodpowiednich.,Zwraca w warunkach tak dla jej zdrowia nieodpowiednich
lɛdʒ damjan ɲʲɛbɨw aɲi ɲʲɛɕmʲawɨ aɲi zafstɨdʑɔnɨ,"Lecz Damian nie był ani nieśmiały, ani zawstydzony.",Lecz Damjan nie był ani nieśmiały ani zaschwytony.
dʑɛtɕi sɔ̃ lɛkkɔmɨɕlnɛ i ɲʲɛdɔɕfʲattʃɔnɛ,Dzieci są lekkomyślne i niedoświadczone…,Dzieci są lekkomyślne i niedoświadczone
pʃɨbɨliɕmɨ za ftʃɛɕɲʲɛ i muɕɛliɕmɨ tʃɛkatɕ f kɔlɛjtsɛ,Przybyliśmy za wcześnie i musieliśmy czekać w kolejce.,Przybyliśmy za wcześnie i musieliśmy czekać w kolejce
bɨwɔ tɕɛmnɔː i ɲʲɛ zapaliw ɕfʲatwa,Było ciemno i nie zapalił światła.,Było ciemno i nie zapalił światła.
dlatʃɛɡɔ f tɛj xfili zadʑvɔɲiw tɛlɛfɔn,Dlaczego? W tej chwili zadzwonił telefon.,Dlaczego w tej chwili zadzwonił test?
w ɔstatɲix tʃasaɣ zdajɛ ɕɛ ustavitʃɲʲɛ tʃɛɡɔɕ naswuçivatɕ na tsɔɕ tʃɛkatɕ,"W ostatnich czasach zdaje się ustawicznie czegoś nasłuchiwać, na coś czekać.",W ostatnich czasach zdaje się ustanowienie czegoś nawoływać na coś czekać
jɛtstɕɛ sami na zdrɔvʲɛ,Jedzcie sami na zdrowie.,Jesteśmy sami na zdrowie.
tu ɲʲɛ jɛzd vaʒnɛ ktɔ ma ratsjɛ,"Tu nie jest ważne, kto ma rację.","Tu nie jest ważne, kto ma rację"
xtsɛ marɲʲɛ zdɛxnɔɲtɕ w mɛj tɕɛmnɛj nɔʒɛ,Chcę marnie zdechnąć w mej ciemnej norze.,Chcę marnie zdechnąć w mej ciemnej noże.
bʒuʃɛk mʲaw zafʃɛ pɛŋkatɨ jak tɔ ʑarŋkɔ ɡrɔxu,Brzuszek miał zawsze pękaty jak to ziarnko grochu.,"Brzęszek miał zawsze pękaty, jak to ziarnko grochu."
prɔʃɛ uʃanɔvatɕ i mɔjɔ̃,Proszę uszanować i moją.,Proszę uszanować i moją.
ja tɛʃ tak mɨɕlɛ pɔvʲɛdʑawa pɔla,Ja też tak myślę — powiedziała Pola.,Ja też tak myślę powiedziała pola.
mʲawɛm pʃɨ sɔbjɛ utʃɲʲa,Miałem przy sobie ucznia.,Miałem przy sobie ucznia.
mwɨnaʃ jɛdnak ɕɛdʑaw ɲʲɛruxɔmɔ,Młynarz jednak siedział nieruchomo.,Młynarz jednak siedział nieruchomo.
kulavʲɛts tɔrbɛ sfɔjɔ̃ pɔklɛpaw pʲɛʃtʃɔtlivʲɛ,Kulawiec torbę swoją poklepał pieszczotliwie.,Kulawiec trąbę swoją poklepał pieszczotliwe.
ɔmiɲ kɔrɛk,Omiń korek.,Omin Korek.
vʲɛnts f pʲɔntɛk,Więc w piątek?,Więc w piątek.
jakiʃ tɔ rɔk mamɨ tɛras,Jakiż to rok mamy teraz?,Jakiż to rok mamy teraz?
a jaki ɲʲɛzɡrabnɨ ɡdɨ nabjɛʒɛ innɛɡɔ,"A jaki niezgrabny, gdy nabierze innego.","A jaki niezgrany, gdy nabierze innego?"
istɲʲɛjɛ jɛdɛn tɨlkɔ skutɛtʃnɨ spɔsub vɔjɔvaɲʲa,Istnieje jeden tylko skuteczny sposób wojowania.,Istnieje jeden tylko skuteczny sposób wojowania
jɛdɨnɨ mɔtɨv dla malaʒa,Jedyny motyw dla malarza!,Jedyny motyw dla malza.
pʃɛʃɛd dvʲɛ ulitsɛ znuf tɔ samɔ,Przeszedł dwie ulice — znów to samo.,Przeszedł dwie ulicę znów to samo.
samɛ pʃɛʃkɔdɨ i ɲits pɔnattɔ,Same przeszkody i nic ponadto!,Same przeskody i nic ponadto.
vrutɕiw dɔ pɔkɔju,Wrócił do pokoju.,Wrócił do pokoju.
ala zrɔbʲiwa sarɛŋkɛ,Ala zrobiła sarenkę.,Ala zrobiła Sarękę.
ɛmil bɨw tɛʃ ɲʲɛpʃɨtɔmnɨ tɛɡɔ vʲɛtʃɔru,Emil był też nieprzytomny tego wieczoru.,Emil był też nieprzytomny tego wieczoru.
alɛ ɲʲɛ bɨwɔ bardʑɔ pʃɨjɛmɲʲɛ,Ale nie było bardzo przyjemnie.,Ale nie było bardzo przyjemnie.
tu bɨwɔ tɕɛpwɔ,Tu — było ciepło.,Tu było ciemno.
a tsɔ tɔ panu,A co to panu?,A co to panu?
ɲʲɛ unɔɕ ɕɛ pʃɛmuviw mʲɛŋkkɔ,Nie unoś się — przemówił miękko.,Nie unosz się przemówił miękko.
ɛva znuf,"Ewa, znów.",Ewa znów.
kɔrɨtaʒɛ sɔ̃ pustɛ krɔki rɛzɔnujɔ̃ jaɡbɨ ʃwɔ dʑɛɕɛɲtɕu wudʑi,"Korytarze są puste, kroki rezonują, jakby szło dziesięciu łudzi.","Krytaże są puste kroki, realizują jakby szło dziesięciu ludzi"
pʃɨɕɔŋɡwɛʑ ʒɛ bɛz bujki ɕɛ usuɲʲɛʃ kʃɨknɔw jɛdnɔrɛŋki ɡrɔʒɔnts spuxɲʲɛntɔ̃ lɛvitsɔ̃,"Przysiągłeś, że bez bójki się usuniesz! — krzyknął jednoręki, grożąc spuchniętą lewicą.","Przysięgłeś, że bez bujki się usuniesz, krzyknął jednoręki, grożąc spójnią lewisą."
zalɛdvʲɛ mɔʒna bɨwɔ rɔzruʒɲidʑ zarɨsɨ dʑbaŋka i miski na vɔdɛ,Zaledwie można było rozróżnić zarysy dzbanka i miski na wodę.,Zaledwie można było rozróżnić zarysy dziecka imiski na wodę.
tsɔ tɔ zavɔwaw fskazujɔnts na travɛ ɔ kilka krɔkuf ɔt ɕɛbjɛ,"Co to? — zawołał, wskazując na trawę o kilka kroków od siebie.","Co to zawołał, wskazując na trawę o kilka kroków od siebie."
davɲʲɛj mɨ brali ɔt kamizɛlki,Dawniej my brali od kamizelki…,Dawniej my brali od kamizelki.
ɲʲɛ pɔtrafiwɛm sɔbjɛ sam zɛ sɔbɔ̃ pɔradʑitɕ,Nie potrafiłem sobie sam ze sobą poradzić.,Nie potrafiłem sobie sam ze sobą poradzić.
pɔtɛm zɛrvaw ɕɛ jak raɲʲɔnɨ jɛlɛɲ pɛwɛn rɔspatʃɨ,"Potem zerwał się jak raniony jeleń, pełen rozpaczy.",Potem zerwał się jak raniony jedyń pełen rozpaczy.
jɛstɛm ʃtʃɛɲɕlivɨ,Jestem szczęśliwy.,Jestem szczęśliwy.
tsɔ zjɛʃ mawa zapɨtaw a ɔna pwakawa,"Co zjesz, mała? — zapytał, a ona płakała.",Co znasz mała? — zapytał a ona płakała.
vidʑiʃ mɲʲɛ muj drɔɡʲi jɛzd bardʑɔ trudnɔ stfɔʒɨtɕ tʃwɔvʲɛka,"Widzisz, mnie, mój drogi, jest bardzo trudno stworzyć człowieka.","Widzisz mnie mój drogi, jest bardzo trudno stworzyć człowieka."
tak ʃtʃɛbjɔtawa a ja z ɲʲɛpɔjɛntɨm zaxfɨtɛm spɔɡlɔndawɛm naɲʲɔ̃,"Tak szczebiotała, a ja z niepojętym zachwytem spoglądałem na nią.","Tak stwierdziła, a ja z niepojętym zachwytem spoglądałem na nią."
pɔdlaɕak naxɨliw ɕɛ ku ɲʲɛj,Podlasiak nachylił się ku niej.,Podlaśak nachylił się ku niej.
ɔ zɡrɔzɔ zamilkwa na vʲɛki,"O zgrozo, zamilkła na wieki.",O zgrozo zamilkła na wieki.
zapɔmɲʲawɛm nadmʲɛɲitɕ,Zapomniałem nadmienić.,Zapomniałem nadmienić.
zdavawɔ mi ɕɛ ʒɛ nat strumjɛɲʲɛm fʃɨstkɔ ɕɛ vɨjaɕɲi,"Zdawało mi się, że nad strumieniem wszystko się wyjaśni.","Zdawało mi się, że nad strumieniem wszystko się wyjaśni."
alɛ mɔʒɛ vɔjna ktura natxɔdʑi pʃɨɲʲɛɕɛ tu jakʲɛʑ zmʲanɨ na lɛpʃɛ,"Ale może wojna, która nadchodzi, przyniesie tu jakieś zmiany na lepsze.","Ale może wojna, która nadchodzi przyniesie tu jakieś zmiany na lepsze"
vʲɛndʑ zwɔ zdaɲʲɛm tfɔim jɛst ruvɲʲɛ vʲɛtʃnɨm jaɡ dɔbrɔ,"Więc zło, zdaniem twoim, jest równie wiecznym jak dobro?",Więc zło zdaniem twoim jest równie przyjemnym jak dobro.
rabuɕɛ vidɔtʃɲʲɛ zamjɛʒali juʃ ɔdjɛxatɕ ɡdɨʒ bɨli ɡɔtɔvi dɔ drɔɡʲi,"Rabusie widocznie zamierzali już odjechać, gdyż byli gotowi do drogi.","rabucie widocznie zamierzali już odjechać, gdyż byli gotowi do drogi."
jɛʒɛli tɔ bɨw sɛn mɔʒna bɨwɔ jɛj vɨbatʃɨtɕ tɛ kuxɛnnɛ maɲʲɛrɨ,"Jeżeli to był sen, można było jej wybaczyć te kuchenne maniery.",Jeżeli to był sen można było jej zobaczyć te kuchenne maniery.
bɛndɛ muviw ɔ sɔbjɛ,Będę mówił o sobie.,Będę mówił o sobie.
pɔtʃɛd dɔ ɲʲɛj,Podszedł do niej.,Poszedł do niej.
tɔ stawɔ ɕɛ idɛawɛm mɛɡɔ ʒɨtɕa i pʃɨɕɔŋɡwɛm sɔbjɛ zɔstatɕ tsɔ najmɲʲɛj sɛkrɛtaʒɛm sɔndu,To stało się ideałem mego życia i przysiągłem sobie zostać co najmniej sekretarzem sądu.,To stało się iedłem mego życia i przysięgłem sobie zostać co najmniej sekretarzem sądu.
xwɔdnɔ tu jakɔɕ,Chłodno tu jakoś…,Chłodno tu jakoś.
tʃɛɡɔ jaɕ ɕɛ ɲʲɛ nautʃɨ tɛɡɔ jan ɲʲɛ bɛɲdʑɛ umjaw,"Czego Jaś się nie nauczy, tego Jan nie będzie umiał.","Czego jaś się nie nauczy, tego Jan nie będzie umił?"
baɡnɔ ɲʲɛ zamarzwɔ,Bagno nie zamarzło.,Bankno nie zamarzło.
juʃ jɛst pravʲɛ jasnɔ,Już jest prawie jasno.,Już jest prawie jasno
budɔvla jɛst jɛʃtʃɛ ɲʲɛukɔɲtʃɔna alɛ vʲɛrɲi xɛntɲʲɛ skɔʒɨstali s mʃɨ w nɔvɨm mʲɛjstsu,"Budowla jest jeszcze nieukończona, ale wierni chętnie skorzystali z mszy w nowym miejscu.","Budowa jest jeszcze nieukończona, ale wielki chętnie skorzystali z szy w nowym miejscu"
dʑɛlɲi sɔ̃ vaɕi xwɔptsɨ,Dzielni są wasi chłopcy!,Dzielni są wasi chłopcy.
jɛɕli ɲʲɔ̃ ɲʲɛ jɛzd vʲɛ pravʲɛ zafʃɛ tsɔ bɨ jɔ̃ mɔɡwɔː utʃɨɲitɕ ʃtʃɛɲɕlivɔ̃,"Jeśli nią nie jest — wie prawie zawsze, co by ją mogło uczynić szczęśliwą.","Jeśli nie jest wie prawie zawsze, co by ją mogło uczynić szczęśliwą."
ɕfʲadɔmɔɕtɕ ɔpiɲʲi publitʃnɛj ɔtʃɨviɕtɕɛ pɔmaɡa rɛpɔrtɛrɔvi i spravʲɛ za kturɔ̃ valtʃɨ,"Świadomość opinii publicznej oczywiście pomaga reporterowi i sprawie, za którą walczy.","Świadomość opinii publicznej oczywiście pomaga reformowi i sprawie, za którą walczy"
pɔ skɔɲtʃɛɲʲu nauki ɲʲɛ mɔɡwɛm vɨtʃɨmadʑ w dɔmu a jɛdnɔtʃɛɕɲʲɛ ɲʲɛznɔɕnɨ bɨw mi ɡɔɕtɕ,"Po skończeniu nauki nie mogłem wytrzymać w domu, a jednocześnie nieznośny był mi gość.","Po skończeniu nauki nie mogłem wytrzymać w domu, a jednocześnie nieznośny był mi gość."
budɨnɛk mʲɛɕtɕiw ɕɛ w ɲʲɛjakʲɛj ɔdlɛɡwɔɕtɕi ɔt mʲasta nad vʲɛlkim stavɛm ɔtɔtʃɔnɨm palmami kɔkɔsɔvɨmi,Budynek mieścił się w niejakiej odległości od miasta nad wielkim stawem otoczonym palmami kokosowymi.,Budynek mieścił się w niejakiej odległości od miasta nad wielkim stawem otoczonym palmami kosztowymi.
dʑɛɲ dɔbrɨ fʃɨstsɨ umʒɛmɨ,"Dzień dobry, wszyscy umrzemy.",Dzień dobry wszyscy umrzemy
na ustax jɛɡɔː ukazaw ɕɛ lɛkki uɕmʲɛx i pɔzɔstaw,Na ustach jego ukazał się lekki uśmiech i pozostał.,Na ustach jego ukazał się lekki uśmiech i pozostał.
ɡdʑɛ mɔʒɛmɨ iɕtɕ,Gdzie możemy iść?,Gdzie możemy iść?
ɔj dʑɛtskɔ dʑɛtskɔ,"Oj, dziecko, dziecko…","Oj, dziecko, dziecko."
pɔʃukam sɔbjɛ innɛɡɔ ɡɲʲazda,Poszukam sobie innego gniazda.,Poszukam sobie innego gniazda.
davɲʲɛj bɨwɔ tɔ vʲɛlkʲɛ i pʲɛŋknɛ,Dawniej było to wielkie i piękne.,Dawniej było to wielkie i piękne.
sama uwɔʒɛ pɔʒɔndɛk naʃɨɣ vɛndruvɛk,Sama ułożę porządek naszych wędrówek.,Sama ułoży porządek naszych wędrówek
kivnɔw jɛj ɡwɔvɔ̃ uɕmʲɛxnɔw ɕɛ i pɔʃɛd,"Kiwnął jej głową, uśmiechnął się i poszedł.","Kwił jej głową, uśmiechnął się i poszedł."
pɔtʃɛd dɔ stɔwu i ɲʲɛ patʃɔnts na pɔlɛ ɔpɛratsɨjnɛ ujɔw dɛlikatɲʲɛ jɛlita,Podszedł do stołu i — nie patrząc na pole operacyjne — ujął delikatnie jelita.,"Poszedł do stołu i nie patrząc na pole operacyjne, ujął delikatnie jelita."
i pʃɨ tsawɛj klaɕɛ zamjast kaliɡrafji,"I przy całej klasie, zamiast kaligrafii.",I przy całej klasku zamiast Kaligarii.
ɛmil prubɔvaw zmʲɛɲitɕ tɛmat rɔzmɔvɨ i pɔvʲɛdʑaw ʒɛ bɨw na kɔntsɛrtɕɛ znanɛɡɔ pʲaɲistɨ,"Emil próbował zmienić temat rozmowy i powiedział, że był na koncercie znanego pianisty.","Emil próbował zmienić temat rozmowy i powiedział, że był na koncercie znanego pianisty."
pɔtɛm vɨjɔw vatɛ,Potem wyjął watę.,Potem wyjął wadę.
tɛras juʃ ɕɛ tak ɲʲɛ,Teraz już się tak nie.,Teraz już się tak nie.
kupiwam ftʃɔraj kilka buwɛk,Kupiłam wczoraj kilka bułek.,kupiłam wczoraj kilka bułek.
uʃtʃɛlɲiliɕmɨ jɛ ɡawɛ̃ʑami umɔtsɔvafʃɨ kamjɛɲʲami i pʃɨsɨpafʃɨ ɡrubɔ̃ varstfɔ̃ ɕɲʲɛɡu,"Uszczelniliśmy je gałęziami, umocowawszy kamieniami i przysypawszy grubą warstwą śniegu.",Ustrzelniliśmy je gałęziami umocniwszy kamieniami i przysypawszy grubą warstwem śniegu.
baftɕɛ ɕɛ dɔbʒɛ pantɔflaʒɛ,"Bawcie się dobrze, pantoflarze","Badźcie się dobrze, pantoflatorze."
ɔjtɕɛts jɛntʃɨ,Ojciec jęczy.,Ojciec jęczy.
s trfɔɡɔ̃ pɔdavanɔ sɔbjɛ vʲadɔmɔɕtɕ ɔ stɔpɲʲu iɣ ɡvawtɔvnɔɕtɕi,Z trwogą podawano sobie wiadomość o stopniu ich gwałtowności.,Z trwogą podawano sobie wiadomość o stopniu ich gwałtowości
ɔdlɛɡwɔɕtɕ mʲɛndʑɨ ɲimi ɲʲɛ zmɲʲɛjʃawa ɕɛ,Odległość między nimi nie zmniejszała się.,Odległość między nimi nie zmieniała się.
alɛ pɔtɛm bɛɲdʑɛmɨ mɔɡli pɔɡadatɕ,Ale potem… będziemy mogli pogadać?,Ale potem będziemy mogli pogadać
pɔvʲɛts fɛlɛɡ dlatʃɛɡɔ taki jɛstɛɕ,"Powiedz, Felek, dlaczego taki jesteś?","Powiedz wszystko, dlaczego taki jesteś?"
pɔdlaɕak ɲʲɛ zvratsaw na ɲʲɛɡɔː uvaɡʲi,Podlasiak nie zwracał na niego uwagi.,Podałka nie zwracał na niego uwagi.
paluʃɛk i ɡwufka tɔ ʃkɔlna vɨmufka,Paluszek i główka to szkolna wymówka.,paluszek i głowka to szkolna wymianka.
tɔ jɛzd ɡraɲitsa pɔvʲatu,To jest granica powiatu!,To jest granica powiatu
dʑɛtskɔ pɔvinnɔː ɔtʃɨmatɕ takʲɛ vɨxɔvaɲʲɛ kturɛ pɔdnɔɕi jɛɡɔ kulturɛ ɔɡulnɔ̃,"Dziecko powinno otrzymać takie wychowanie, które podnosi jego kulturę ogólną.","Dzieko powinno otrzymać takie wychody, które podnosi jego kulturę ogólną"
bɨwɔ tɔ tak ɔxɨdnɛ ʒɛ tʃɨm prɛndʑɛj zapaliwɛm lampɛ,"Było to tak ohydne, że czym prędzej zapaliłem lampę.","Było to tak ohydne, że czym prędzej zapaliłem lampę."
pɔvinnɔ bɨtɕ na dʑiɕ jɛnɔ ʃɛʑdʑɛɕɔnt i tʃtɛrɨ,Powinno być na dziś jeno sześćdziesiąt i cztery!,Powinno być na dziś jego sześćdziesiąt i cztery.
umjarkɔvaɲʲɛ pɔstavʲɔna kfɛstja skazana jɛzd z ɡurɨ na zaɡwadɛ,Umiarkowanie postawiona kwestia skazana jest z góry na zagładę.,Umarkowanie postawiona kwestia skazana jest z góry na zagładę
jɛdna z ɲix jɛzd znatʃɲʲɛ krutʃa ɔd druɡʲɛj,Jedna z nich jest znacznie krótsza od drugiej.,Jedna z nich jest znacznie krótsza od drugiej
tak alɛ na drɔdʑɛ dɔ vɔlnɔɕtɕi stawɔ ɕɛdɛm dʑikiɣ bɛstji,"Tak, ale na drodze do wolności stało siedem dzikich bestii.","Tak, ale na drodze do wolności stało siedem dzisiejszych bezsi."
f kɔɲtsu stanɔw na mʲɛjstsu ɔpuɕtɕiw ramjɛ pravɛ i zɲʲɛruxɔmjaw,"W końcu stanął na miejscu, opuścił ramię prawe i znieruchomiał.","W końcu stanął na miejscu, opuścił ramie prawo i znieruchomił."
a tu pʃɛdɲim,"A tu, przed nim!",A tu przed nim.
navɛd vɔlɛ pujɕtɕ na nɔɡax ɲiʃ awtɔbusɛm pɔjɛxadʑ ʒɛbɨ ɕɛ z ludʑmi ɲʲɛ spɔtkatɕ,"Nawet wolę pójść na nogach niż autobusem pojechać, żeby się z ludźmi nie spotkać.","Nawet wolę pójść na nogach, niż autobusem pojawiałaś, żeby się z ludźmi nie spotkać."
mʲɛʃkaliɕmɨ f xwɔpskʲɛj xawupʲɛ bɨw jɛʃtʃɛ taki swabɨ ʒɛ trudnɔ mu bɨwɔ samɛmu xɔdʑitɕ,"Mieszkaliśmy w chłopskiej chałupie, był jeszcze taki słaby, że trudno mu było samemu chodzić.","Miejkaliśmy w chłopskiej chołupie, był jeszcze taki słaby, że trudno mu było samemu chodzić."
jɛtɕtɕɛ nɔɡa za nɔɡɔ̃,Jedźcie noga za nogą!,Jedźcie noga za nogą.
na rɨŋku bɛɲdʑɛ mɔʒna ɔdvʲɛdʑitɕ straɡanɨ z najruʒɲʲɛjʃɨmi vɨrɔbami,Na Rynku będzie można odwiedzić stragany z najróżniejszymi wyrobami,Na rynku będzie można odwiedzić stragany z najrużniejszymi wywrotami
davanɔ bɨlɛ jakɔ̃ tsɛnɛ,Dawano byle jaką cenę.,Dawano byle jaką cenę.
znalazwam na ulitsɨ kɔtka,Znalazłam na ulicy kotka.,Znalazłam na ulicy kotka.
rɔk urɔdʑɛɲʲa,Rok urodzenia.,Rok urodzenia
a tɛɡɔ ɲʲɛ mɔɡɔ̃ pɔvʲɛdʑɛtɕ ɲʲɛkturɛ tɛzɛdvu filarɨ,A tego nie mogą powiedzieć niektóre tzw. „filary”.,A tego nie mogą powiedzieć niektóre testu filary
fʃɨstsɨ tʃɛj tɔvaʒɨʃɛ za jɛj pʃɨkwadɛm zɛrvali pɔ tataraku i ɡrɨzɔndʑ vilɡɔtnɛ,Wszyscy trzej towarzysze za jej przykładem zerwali po tataraku i gryząc wilgotne,Wszyscy tej towarzysze za jej przykładem zerwali po teatru i gryząc wilgotne.
pɔpɔwudɲʲɔvɛ tɕɛɲʲɛ z vɔlna ɡrɔmadʑiwɨ ɕɛ pɔmjɛndʑɨ dʒɛvami,Popołudniowe cienie z wolna gromadziły się pomiędzy drzewami.,Popołudniowe cienie z wolna gromadziły się pomiędzy drzewami.
tʃɨ pɔvʲɛdʑawɛm tsɔʑ zabavnɛɡɔ,Czy powiedziałem coś zabawnego?,Czy powiedziałem coś zabawnego?
dʑivɔʒɔna pɔkazawa jɛ̃zɨk tʃɛrvɔnɨ jak mak i fklɛ̃swɨ jak tʃuwnɔ,Dziwożona pokazała język czerwony jak mak i wklęsły jak czółno.,"Dzwożona pokazała język czerwony, jak mak i wkręcły jak czuło."
wadnɨ bɨw dʑɛftʃaɡ ʒɛɡw vrɛʃtɕɛ kulavʲɛts i spɔjʒaw na pʃɨjatɕɛla,Ładny był dziewczak — rzekł wreszcie kulawiec i spojrzał na przyjaciela.,"Ładny był dziewczynek, rzekł wreszcie kulawiec i spojrzał na przyjaciela."
